Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 08 Boardings,CY07 Boardings,% Change
1875.0,WP,CA,RNM,Ramona,Ramona,GA,None,5.0,2.0,1.5
1917.0,WP,CA,C80,Coalinga,New Coalinga Municipal,GA,None,4.0,2.0,1.0
1945.0,WP,CA,PTV,Porterville,Porterville Municipal,GA,None,4.0,0.0,0.0
1996.0,WP,CA,CXL,Calexico,Calexico International,GA,None,3.0,2.0,0.5
2010.0,WP,CA,O57,Bridgeport,Bryant Field,GA,None,3.0,0.0,0.0
2037.0,WP,CA,11CL,Adelanto,Hansen,GA,None,2.0,0.0,0.0
2043.0,WP,CA,1O2,Lakeport,Lampson Field,GA,None,2.0,0.0,0.0
2080.0,WP,CA,BLH,Blythe,Blythe,GA,None,2.0,0.0,0.0
2082.0,WP,CA,BNG,Banning,Banning Municipal,GA,None,2.0,4.0,-0.5
2125.0,WP,CA,MAE,Madera,Madera Municipal,GA,None,2.0,0.0,0.0
2129.0,WP,CA,MER,Atwater,Castle,GA,None,2.0,3.0,-0.3333
2195.0,WP,CA,AJO,Corona,Corona Municipal,GA,None,1.0,0.0,0.0
2211.0,WP,CA,DLO,Delano,Delano Municipal,GA,None,1.0,0.0,0.0
2229.0,WP,CA,HMT,Hemet,Hemet-Ryan,GA,None,1.0,2.0,-0.5
2253.0,WP,CA,MYV,Marysville,Yuba County,GA,None,1.0,0.0,0.0
2259.0,WP,CA,PAO,Palo Alto,Palo Alto Airport of Santa Clara County,GA,None,1.0,8.0,-0.875
2286.0,WP,CA,WLW,Willows,Willows-Glenn County,GA,None,1.0,0.0,0.0
5.0,NM,CO,DEN,Denver,Denver International,P,L,24287939.0,24117623.0,0.0071
88.0,NM,CO,COS,Colorado Springs,City of Colorado Springs Municipal,P,S,997348.0,1040879.0,-0.0418
172.0,NM,CO,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,213381.0,182268.0,0.1707
173.0,NM,CO,EGE,Eagle,Eagle County Regional,P,N,212832.0,231719.0,-0.0815
174.0,NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,212588.0,170443.0,0.2473
204.0,NM,CO,HDN,Hayden,Yampa Valley,P,N,136600.0,139642.0,-0.0218
205.0,NM,CO,DRO,Durango,Durango-La Plata County,P,N,134386.0,116310.0,0.1554
230.0,NM,CO,MTJ,Montrose,Montrose Regional,P,N,85868.0,92582.0,-0.0725
290.0,NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,36035.0,42622.0,-0.1545
303.0,NM,CO,FNL,Fort Collins/Loveland,Fort Collins-Loveland Municipal,P,N,31094.0,28315.0,0.0981
373.0,NM,CO,TEX,Telluride,Telluride Regional,P,N,13325.0,16464.0,-0.1907
420.0,NM,CO,CEZ,Cortez,Cortez Municipal,CS,None,8401.0,10186.0,-0.1752
434.0,NM,CO,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,None,7161.0,7478.0,-0.0424
477.0,NM,CO,PUB,Pueblo,Pueblo Memorial,CS,None,4345.0,4880.0,-0.1096
669.0,NM,CO,APA,Englewood,Centennial,GA,None,1158.0,4035.0,-0.713
756.0,NM,CO,BJC,Broomfield,Rocky Mountain Metropolitan,GA,None,524.0,1103.0,-0.5249
757.0,NM,CO,LMO,Longmont,Vance Brand,GA,None,524.0,14.0,36.4286
859.0,NM,CO,RIL,Rifle,Garfield County Regional,GA,None,252.0,142.0,0.7746
1088.0,NM,CO,ITR,Burlington,Kit Carson County,GA,None,62.0,19.0,2.2632
1091.0,NM,CO,PSO,Pagosa Springs,Stevens Field,GA,None,61.0,105.0,-0.419
1160.0,NM,CO,GXY,Greeley,Greeley-Weld County,GA,None,45.0,14.0,2.2143
1195.0,NM,CO,00C,Durango,Animas Air Park,GA,None,39.0,0.0,0.0
1320.0,NM,CO,LAA,Lamar,Lamar Municipal,GA,None,25.0,10.0,1.5
1412.0,NM,CO,8V7,Springfield,Springfield Municipal,GA,None,19.0,10.0,0.9
1498.0,NM,CO,C24,Creede,Mineral County Memorial,GA,None,14.0,18.0,-0.2222
1649.0,NM,CO,BDU,Boulder,Boulder Municipal,GA,None,9.0,0.0,0.0
1682.0,NM,CO,AKO,Akron,Colorado Plains Regional,GA,None,8.0,6.0,0.3333
1718.0,NM,CO,1V6,Canon City,Fremont County,GA,None,7.0,0.0,0.0
1734.0,NM,CO,HEQ,Holyoke,Holyoke,GA,None,7.0,0.0,0.0
1765.0,NM,CO,0CO6,Norwood,Flying M & M Ranch,GA,None,6.0,0.0,0.0
1845.0,NM,CO,CAG,Craig,Craig-Moffat,GA,None,5.0,4.0,0.25
2022.0,NM,CO,SBS,Steamboat Springs,Steamboat Springs/Bob Adams Field,GA,None,3.0,0.0,0.0
2106.0,NM,CO,FMM,Fort Morgan,Fort Morgan Municipal,GA,None,2.0,5.0,-0.6
2170.0,NM,CO,2V5,Wray,Wray Municipal,GA,None,1.0,0.0,0.0
2185.0,NM,CO,6CO0,Eckert/Orchard City,Doctors Mesa,GA,None,1.0,0.0,0.0
2277.0,NM,CO,TAD,Trinidad,Perry Stokes,GA,None,1.0,3.0,-0.6667
55.0,NE,CT,BDL,Windsor Locks,Bradley International,P,M,3006362.0,3231374.0,-0.0696
297.0,NE,CT,HVN,New Haven,Tweed-New Haven,P,N,33988.0,37637.0,-0.097
609.0,NE,CT,OXC,Oxford,Waterbury-Oxford,GA,None,1824.0,123.0,13.8293
815.0,NE,CT,BDR,Bridgeport,Igor I Sikorsky Memorial,GA,None,340.0,1119.0,-0.6962
961.0,NE,CT,GON,Groton New London,Groton-New London,GA,None,125.0,68.0,0.8382
1065.0,NE,CT,HFD,Hartford,Hartford-Brainard,GA,None,72.0,71.0,0.0141
1365.0,NE,CT,DXR,Danbury,Danbury Municipal,GA,None,22.0,20.0,0.1
1803.0,NE,CT,IJD,Willimantic,Windham,GA,None,6.0,0.0,0.0
1864.0,NE,CT,MMK,Meriden,Meriden Markham Municipal,GA,None,5.0,0.0,0.0
1895.0,NE,CT,4B9,Simsbury,Simsbury,GA,None,4.0,0.0,0.0
2146.0,NE,CT,SNC,Chester,Chester,GA,None,2.0,4.0,-0.5
665.0,EA,DE,ILG,Wilmington,New Castle,GA,None,1182.0,11485.0,-0.8971
701.0,EA,DE,DOV,Dover,Dover AFB,GA,None,857.0,804.0,0.0659
1350.0,EA,DE,GED,Georgetown,Sussex County,GA,None,23.0,26.0,-0.1154
2171.0,EA,DE,33N,Dover/Cheswold,Delaware Airpark,GA,None,1.0,4.0,-0.75
2219.0,EA,DE,EVY,Middletown,Summit,GA,None,1.0,0.0,0.0
12.0,SO,FL,MCO,Orlando,Orlando International,P,L,17288480.0,17614679.0,-0.0185
15.0,SO,FL,MIA,Miami,Miami International,P,L,16377488.0,16194162.0,0.0113
22.0,SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,11020091.0,11079250.0,-0.0053
27.0,SO,FL,TPA,Tampa,Tampa International,P,L,8871917.0,9306036.0,-0.0466
51.0,SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,3770681.0,3986928.0,-0.0542
53.0,SO,FL,PBI,West Palm Beach,Palm Beach International,P,M,3232009.0,3475345.0,-0.07
57.0,SO,FL,JAX,Jacksonville,Jacksonville International,P,M,2965973.0,3138015.0,-0.0548
90.0,SO,FL,SFB,Sanford,Orlando Sanford International,P,S,927188.0,985597.0,-0.0593
98.0,SO,FL,PNS,Pensacola,Pensacola Regional,P,S,771917.0,832158.0,-0.0724
99.0,SO,FL,SRQ,Sarasota/Bradenton,Sarasota/Bradenton International,P,S,753126.0,782497.0,-0.0375
131.0,SO,FL,TLH,Tallahassee,Tallahassee Regional,P,S,399094.0,462233.0,-0.1366
137.0,SO,FL,VPS,Valparaiso,Eglin AFB,P,S,373808.0,381992.0,-0.0214
140.0,SO,FL,PIE,Clearwater,St Petersburg-Clearwater International,P,N,363725.0,379772.0,-0.0423
155.0,SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,282784.0,340328.0,-0.1691
169.0,SO,FL,EYW,Key West,Key West International,P,N,231339.0,270781.0,-0.1457
192.0,SO,FL,PFN,Panama City,Panama City-Bay County International,P,N,161236.0,159948.0,0.0081
198.0,SO,FL,MLB,Melbourne,Melbourne International,P,N,145117.0,137102.0,0.0585
203.0,SO,FL,GNV,Gainesville,Gainesville Regional,P,N,136623.0,142068.0,-0.0383
262.0,SO,FL,PGD,Punta Gorda,Charlotte County,P,N,53073.0,7031.0,6.5484
338.0,SO,FL,SGJ,Saint Augustine,St Augustine,P,N,19573.0,21331.0,-0.0824
389.0,SO,FL,NIP,Jacksonville,Jacksonville NAS (Towers Field),GA,None,11284.0,9458.0,0.1931
442.0,SO,FL,FXE,Fort Lauderdale,Fort Lauderdale Executive,GA,None,6392.0,747.0,7.5569
514.0,SO,FL,APF,Naples,Naples Municipal,CS,None,3316.0,13984.0,-0.7629
608.0,SO,FL,HRT,Mary Esther,Hurlburt Field,GA,None,1835.0,2148.0,-0.1457
691.0,SO,FL,BCT,Boca Raton,Boca Raton,GA,None,906.0,1189.0,-0.238
700.0,SO,FL,OPF,Miami,Opa- Locka Executive,GA,None,869.0,348.0,1.4971
710.0,SO,FL,PAM,Panama City,Tyndall AFB,GA,None,758.0,525.0,0.4438
728.0,SO,FL,VRB,Vero Beach,Vero Beach Municipal,GA,None,671.0,702.0,-0.0442
738.0,SO,FL,MCF,Tampa,MacDill AFB,GA,None,621.0,596.0,0.0419
761.0,SO,FL,SUA,Stuart,Witham Field,GA,None,508.0,199.0,1.5528
767.0,SO,FL,OCF,Ocala,Ocala International-Jim Taylor Field,GA,None,503.0,271.0,0.8561
807.0,SO,FL,CRG,Jacksonville,Craig Municipal,GA,None,358.0,25.0,13.32
832.0,SO,FL,ORL,Orlando,Executive,GA,None,315.0,295.0,0.0678
837.0,SO,FL,DTS,Destin,Destin-Fort Walton Beach,GA,None,293.0,272.0,0.0772
840.0,SO,FL,TMB,Miami,Kendall-Tamiami Executive,GA,None,291.0,174.0,0.6724
868.0,SO,FL,ISM,Kissimmee,Kissimmee Gateway,GA,None,231.0,140.0,0.65
913.0,SO,FL,MTH,Marathon,The Florida Keys Marathon,GA,None,167.0,5155.0,-0.9676
914.0,SO,FL,LAL,Lakeland,Lakeland Linder Regional,GA,None,166.0,124.0,0.3387
929.0,SO,FL,FMY,Fort Myers,Page Field,GA,None,149.0,92.0,0.6196
953.0,SO,FL,FPR,Fort Pierce,St Lucie County International,GA,None,131.0,115.0,0.1391
981.0,SO,FL,NRB,Mayport,Mayport NS (Adm David L. McDonald Field),GA,None,113.0,0.0,0.0
1004.0,SO,FL,DED,DeLand,DeLand Municipal-Sidney H Taylor Field,GA,None,100.0,1000.0,-0.9
1028.0,SO,FL,FHB,Fernandina Beach,Fernandina Beach Municipal,GA,None,87.0,36.0,1.4167
1034.0,SO,FL,TPF,Tampa,Peter O Knight,GA,None,85.0,0.0,0.0
1106.0,SO,FL,HST,Homestead,Homestead ARB,GA,None,57.0,331.0,-0.8278
1112.0,SO,FL,VNC,Venice,Venice Municipal,GA,None,55.0,47.0,0.1702
1142.0,SO,FL,MKY,Marco Island,Marco Island,GA,None,48.0,63.0,-0.2381
1178.0,SO,FL,TIX,Titusville,Space Coast Regional,GA,None,42.0,105.0,-0.6
1216.0,SO,FL,COF,Cocoa Beach,Patrick AFB,GA,None,36.0,929.0,-0.9612
1251.0,SO,FL,BOW,Bartow,Bartow Municipal,GA,None,32.0,16.0,1.0
1313.0,SO,FL,07FA,Key Largo,Ocean Reef Club,GA,None,25.0,27.0,-0.0741
1340.0,SO,FL,SPG,Saint Petersburg,Albert Whitted,GA,None,24.0,2.0,11.0
1344.0,SO,FL,AAF,Apalachicola,Apalachicola Regional,GA,None,23.0,46.0,-0.5
1347.0,SO,FL,CGC,Crystal River,Crystal River,GA,None,23.0,0.0,0.0
1367.0,SO,FL,EVB,New Smyrna Beach,New Smyrna Beach Municipal,GA,None,22.0,36.0,-0.3889
1386.0,SO,FL,HEG,Jacksonville,Herlong,GA,None,21.0,0.0,0.0
1398.0,SO,FL,F45,West Palm Beach,North Palm Beach County General Aviation,GA,None,20.0,26.0,-0.2308
1409.0,SO,FL,VQQ,Jacksonville,Cecil Field,GA,None,20.0,5.0,3.0
1444.0,SO,FL,XFL,Bunnell,Flagler County,GA,None,18.0,66.0,-0.7273
1461.0,SO,FL,BKV,Brooksville,Hernando County,GA,None,16.0,30.0,-0.4667
1528.0,SO,FL,LCQ,Lake City,Lake City Municipal,GA,None,13.0,11.0,0.1818
1538.0,SO,FL,VDF,Tampa,Tampa Executive,GA,None,13.0,19.0,-0.3158
1634.0,SO,FL,SEF,Sebring,Sebring Regional,GA,None,10.0,17.0,-0.4118
1642.0,SO,FL,28J,Palatka,Palatka Municipal - Lt. Kay Larkin Field,GA,None,9.0,0.0,0.0
1660.0,SO,FL,LEE,Leesburg,Leesburg International,GA,None,9.0,8.0,0.125
1689.0,SO,FL,COI,Merritt Island,Merritt Island,GA,None,8.0,0.0,0.0
1741.0,SO,FL,LNA,West Palm Beach,Palm Beach County Park,GA,None,7.0,2.0,2.5
1762.0,SO,FL,ZPH,Zephyrhills,Zephyrhills Municipal,GA,None,7.0,7.0,0.0
2050.0,SO,FL,2R4,Milton,Peter Prince Field,GA,None,2.0,0.0,0.0
2085.0,SO,FL,CDK,Cedar Key,George T Lewis,GA,None,2.0,0.0,0.0
2103.0,SO,FL,FL14,Chipley,Vosika's,GA,None,2.0,0.0,0.0
2118.0,SO,FL,IMM,Immokalee,Immokalee Regional,GA,None,2.0,0.0,0.0
2161.0,SO,FL,X13,Carrabelle,Carrabelle-Thompson,GA,None,2.0,0.0,0.0
2162.0,SO,FL,X60,Williston,Williston Municipal,GA,None,2.0,1.0,1.0
2224.0,SO,FL,GIF,Winter Haven,Winter Haven's Gilbert,GA,None,1.0,13.0,-0.9231
2260.0,SO,FL,PCM,Plant City,Plant City,GA,None,1.0,0.0,0.0
2287.0,SO,FL,X21,Titusville,Arthur Dunn Air Park,GA,None,1.0,0.0,0.0
2288.0,SO,FL,X40,Inverness,Inverness,GA,None,1.0,0.0,0.0
1.0,SO,GA,ATL,Atlanta,Hartsfield - Jackson Atlanta International,P,L,43761280.0,43236665.0,0.0121
89.0,SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,959037.0,992625.0,-0.0338
185.0,SO,GA,AGS,Augusta,Augusta Regional at Bush Field,P,N,176097.0,154558.0,0.1394
267.0,SO,GA,CSG,Columbus,Columbus Metropolitan,P,N,51288.0,46972.0,0.0919
283.0,SO,GA,ABY,Albany,Southwest Georgia Regional,P,N,39200.0,38758.0,0.0114
285.0,SO,GA,VLD,Valdosta,Valdosta Regional,P,N,38269.0,35094.0,0.0905
309.0,SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,29594.0,24153.0,0.2253
370.0,SO,GA,LSF,Fort Benning (U.S. Army),Lawson AAF (Fort Benning),GA,None,13702.0,15074.0,-0.091
401.0,SO,GA,SVN,Savannah,Hunter AAF,GA,None,10425.0,22468.0,-0.536
407.0,SO,GA,MCN,Macon,Middle Georgia Regional,P,N,10029.0,11465.0,-0.1253
509.0,SO,GA,AHN,Athens,Athens/Ben Epps,CS,None,3449.0,6187.0,-0.4425
575.0,SO,GA,WRB,Warner Robins,Robins AFB,GA,None,2133.0,1415.0,0.5074
615.0,SO,GA,PDK,Atlanta,Dekalb-Peachtree,GA,None,1784.0,993.0,0.7966
668.0,SO,GA,VAD,Valdosta,Moody AFB,GA,None,1160.0,208.0,4.5769
838.0,SO,GA,FTY,Atlanta,Fulton County Airport-Brown Field,GA,None,293.0,1181.0,-0.7519
844.0,SO,GA,SSI,Brunswick,Malcolm McKinnon,GA,None,284.0,137.0,1.073
895.0,SO,GA,MGE,Marietta,Dobbins Air Reserve Base,GA,None,186.0,346.0,-0.4624
921.0,SO,GA,LZU,Lawrenceville,Gwinnett County - Briscoe Field,GA,None,156.0,15.0,9.4
952.0,SO,GA,RYY,Marietta,Cobb County-McCollum Field,GA,None,132.0,76.0,0.7368
976.0,SO,GA,PIM,Pine Mountain,Harris County,GA,None,116.0,236.0,-0.5085
1087.0,SO,GA,DNL,Augusta,Daniel Field,GA,None,62.0,8.0,6.75
1133.0,SO,GA,MGR,Moultrie,Moultrie Municipal,GA,None,50.0,6.0,7.3333
1169.0,SO,GA,GVL,Gainesville,Lee Gilmer Memorial,GA,None,43.0,30.0,0.4333
1181.0,SO,GA,18A,Canon,Franklin County,GA,None,41.0,0.0,0.0
1201.0,SO,GA,TVI,Thomasville,Thomasville Regional,GA,None,39.0,34.0,0.1471
1248.0,SO,GA,4A7,Hampton,Clayton County - Tara Field,GA,None,32.0,34.0,-0.0588
1291.0,SO,GA,DQH,Douglas,Douglas Municipal,GA,None,28.0,15.0,0.8667
1299.0,SO,GA,TOC,Toccoa,Toccoa - R G LeTourneau Field,GA,None,28.0,8.0,2.5
1307.0,SO,GA,9A1,Covington,Covington Municipal,GA,None,26.0,12.0,1.1667
1317.0,SO,GA,DZJ,Blairsville,Blairsville,GA,None,25.0,0.0,0.0
1328.0,SO,GA,BGE,Bainbridge,Decatur County Industrial Air Park,GA,None,24.0,8.0,2.0
1364.0,SO,GA,CKF,Cordele,Crisp County-Cordele,GA,None,22.0,0.0,0.0
1420.0,SO,GA,LGC,La Grange,La Grange-Callaway,GA,None,19.0,17.0,0.1176
1430.0,SO,GA,3J7,Greensboro,Greene County Regional,GA,None,18.0,32.0,-0.4375
1463.0,SO,GA,FFC,Peachtree City,Peachtree City-Falcon Field,GA,None,16.0,15.0,0.0667
1474.0,SO,GA,CZL,Calhoun,Tom B. David Field,GA,None,15.0,0.0,0.0
1521.0,SO,GA,CCO,Newnan,Newnan Coweta County,GA,None,13.0,0.0,0.0
1542.0,SO,GA,AJR,Cornelia,Habersham County,GA,None,12.0,0.0,0.0
1563.0,SO,GA,RMG,Rome,Richard B Russell,GA,None,12.0,0.0,0.0
1570.0,SO,GA,19A,Jefferson,Jackson County,GA,None,11.0,0.0,0.0
1615.0,SO,GA,HQU,Thomson,Thomson-McDuffie County,GA,None,10.0,13.0,-0.2308
1652.0,SO,GA,CTJ,Carrollton,West Georgia Regional - O V Gray Field,GA,None,9.0,12.0,-0.25
1673.0,SO,GA,VDI,Vidalia,Vidalia Regional,GA,None,9.0,15.0,-0.4
1700.0,SO,GA,MAC,Macon,Macon Downtown,GA,None,8.0,0.0,0.0
1722.0,SO,GA,ACJ,Americus,Souther Field,GA,None,7.0,0.0,0.0
1775.0,SO,GA,4J2,Nashville,Berrien County,GA,None,6.0,0.0,0.0
1777.0,SO,GA,63GA,McDonough,Zips,GA,None,6.0,0.0,0.0
1778.0,SO,GA,6A2,Griffin,Griffin-Spalding County,GA,None,6.0,0.0,0.0
1853.0,SO,GA,DBN,Dublin,W H 'Bud' Barron,GA,None,5.0,5.0,0.0
1865.0,SO,GA,MUL,Moultrie,Spence,GA,None,5.0,0.0,0.0
1881.0,SO,GA,WDR,Winder,Barrow County,GA,None,5.0,0.0,0.0
1888.0,SO,GA,09J,Jekyll Island,Jekyll Island,GA,None,4.0,0.0,0.0
1897.0,SO,GA,52A,Madison,Madison Municipal,GA,None,4.0,0.0,0.0
1919.0,SO,GA,CXU,Camilla,Camilla-Mitchell County,GA,None,4.0,13.0,-0.6923
1955.0,SO,GA,TBR,Statesboro,Statesboro-Bulloch County,GA,None,4.0,0.0,0.0
1975.0,SO,GA,47A,Canton,Cherokee County,GA,None,3.0,0.0,0.0
1999.0,SO,GA,DNN,Dalton,Dalton Municipal,GA,None,3.0,6.0,-0.5
2074.0,SO,GA,AZE,Hazlehurst,Hazlehurst,GA,None,2.0,10.0,-0.8
2108.0,SO,GA,GA88,Sylvania,Wade Plantation,GA,None,2.0,0.0,0.0
2199.0,SO,GA,BHC,Baxley,Baxley Municipal,GA,None,1.0,0.0,0.0
2230.0,SO,GA,HOE,Homerville,Homerville,GA,None,1.0,0.0,0.0
2236.0,SO,GA,JZP,Jasper,Pickens County,GA,None,1.0,0.0,0.0
2275.0,SO,GA,SYV,Sylvester,Sylvester,GA,None,1.0,0.0,0.0
2278.0,SO,GA,TMA,Tifton,Henry Tift Myers,GA,None,1.0,0.0,0.0
81.0,WP,GU,GUM,Tamuning,Guam International,P,S,1314725.0,1420257.0,-0.0743
594.0,WP,GU,UAM,"Andersen,Mariana Island",Andersen AFB,GA,None,1990.0,1608.0,0.2376
25.0,WP,HI,HNL,Honolulu,Honolulu International,P,L,9013440.0,10393929.0,-0.1328
59.0,WP,HI,OGG,Kahului,Kahului,P,M,2652335.0,3141449.0,-0.1557
80.0,WP,HI,KOA,Kailua Kona,Kona International at Keahole,P,S,1332667.0,1519345.0,-0.1229
82.0,WP,HI,LIH,Lihue,Lihue,P,S,1287696.0,1450512.0,-0.1122
106.0,WP,HI,ITO,Hilo,Hilo International,P,S,648263.0,803627.0,-0.1933
225.0,WP,HI,MKK,Kaunakakai,Molokai,P,N,89468.0,105953.0,-0.1556
263.0,WP,HI,JHM,Lahaina,Kapalua,GA,None,52328.0,49852.0,0.0497
265.0,WP,HI,LNY,Lanai City,Lanai,P,N,52075.0,61649.0,-0.1553
524.0,WP,HI,LUP,Kalaupapa,Kalaupapa,CS,None,3135.0,3206.0,-0.0221
640.0,WP,HI,HNM,Hana,Hana,GA,None,1462.0,2622.0,-0.4424
741.0,WP,HI,JRF,Kapolei,Kalaeloa (John Rodgers Field),GA,None,600.0,0.0,0.0
787.0,WP,HI,MUE,Kamuela,Waimea-Kohala,GA,None,407.0,1199.0,-0.6606
91.0,CE,IA,DSM,Des Moines,Des Moines International,P,S,919990.0,963231.0,-0.0449
117.0,CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,499600.0,530417.0,-0.0581
270.0,CE,IA,SUX,Sioux City,Sioux Gateway/Col. Bud Day Field,P,N,49871.0,43518.0,0.146
280.0,CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,42870.0,45878.0,-0.0656
316.0,CE,IA,ALO,Waterloo,Waterloo Regional,P,N,26831.0,28880.0,-0.0709
386.0,CE,IA,MCW,Mason City,Mason City Municipal,P,N,11678.0,11612.0,0.0057
444.0,CE,IA,FOD,Fort Dodge,Fort Dodge Regional,CS,None,6219.0,7037.0,-0.1162
548.0,CE,IA,BRL,Burlington,Southeast Iowa Regional,CS,None,2645.0,1920.0,0.3776
711.0,CE,IA,IKV,Ankeny,Ankeny Regional,GA,None,757.0,187.0,3.0481
759.0,CE,IA,CIN,Carroll,Arthur N Neu,GA,None,511.0,409.0,0.2494
776.0,CE,IA,IOW,Iowa City,Iowa City Municipal,GA,None,487.0,902.0,-0.4601
822.0,CE,IA,OTM,Ottumwa,Ottumwa Regional,GA,None,327.0,163.0,1.0061
969.0,CE,IA,CBF,Council Bluffs,Council Bluffs Municipal,GA,None,118.0,92.0,0.2826
1024.0,CE,IA,SPW,Spencer,Spencer Municipal,GA,None,93.0,128.0,-0.2734
1045.0,CE,IA,EOK,Keokuk,Keokuk Municipal,GA,None,80.0,101.0,-0.2079
1059.0,CE,IA,MPZ,Mount Pleasant,Mount Pleasant Municipal,GA,None,74.0,103.0,-0.2816
1120.0,CE,IA,AMW,Ames,Ames Municipal,GA,None,52.0,26.0,1.0
1183.0,CE,IA,FSW,Fort Madison,Fort Madison Municipal,GA,None,41.0,63.0,-0.3492
1190.0,CE,IA,PEA,Pella,Pella Municipal,GA,None,40.0,5.0,7.0
1202.0,CE,IA,0F3,Spirit Lake,Spirit Lake Municipal,GA,None,38.0,37.0,0.027
1219.0,CE,IA,DNS,Denison,Denison Municipal,GA,None,36.0,0.0,0.0
1220.0,CE,IA,DVN,Davenport,Davenport Municipal,GA,None,36.0,39.0,-0.0769
1278.0,CE,IA,AWG,Washington,Washington Municipal,GA,None,29.0,9.0,2.2222
1283.0,CE,IA,MXO,Monticello,Monticello Regional,GA,None,29.0,22.0,0.3182
1300.0,CE,IA,EST,Estherville,Estherville Municipal,GA,None,27.0,7.0,2.8571
1337.0,CE,IA,MUT,Muscatine,Muscatine Municipal,GA,None,24.0,27.0,-0.1111
1553.0,CE,IA,IA23,Guttenberg,GAA Private,GA,None,12.0,6.0,1.0
1566.0,CE,IA,SOY,Sioux Center,Sioux Center Municipal,GA,None,12.0,21.0,-0.4286
1578.0,CE,IA,CSQ,Creston,Creston Municipal,GA,None,11.0,8.0,0.375
1592.0,CE,IA,TNU,Newton,Newton Municipal,GA,None,11.0,13.0,-0.1538
1613.0,CE,IA,FFL,Fairfield,Fairfield Municipal,GA,None,10.0,0.0,0.0
1617.0,CE,IA,IA8,Dyersville,Dyersville Area,GA,None,10.0,0.0,0.0
1752.0,CE,IA,SDA,Shenandoah,Shenandoah Municipal,GA,None,7.0,2.0,2.5
1807.0,CE,IA,LRJ,Le Mars,Le Mars Municipal,GA,None,6.0,4.0,0.5
1872.0,CE,IA,OOA,Oskaloosa,Oskaloosa Municipal,GA,None,5.0,0.0,0.0
1918.0,CE,IA,CKP,Cherokee,Cherokee County Regional,GA,None,4.0,0.0,0.0
1927.0,CE,IA,IFA,Iowa Falls,Iowa Falls Municipal,GA,None,4.0,2.0,1.0
2014.0,CE,IA,ORC,Orange City,Orange City Municipal,GA,None,3.0,6.0,-0.5
2071.0,CE,IA,AIO,Atlantic,Atlantic Municipal,GA,None,2.0,0.0,0.0
2084.0,CE,IA,C27,Manchester,Manchester Municipal,GA,None,2.0,4.0,-0.5
2091.0,CE,IA,DEH,Decorah,Decorah Municipal,GA,None,2.0,20.0,-0.9
2144.0,CE,IA,SLB,Storm Lake,Storm Lake Municipal,GA,None,2.0,0.0,0.0
2201.0,CE,IA,C17,Marion,Marion,GA,None,1.0,0.0,0.0
2203.0,CE,IA,CAV,Clarion,Clarion Municipal,GA,None,1.0,0.0,0.0
2209.0,CE,IA,CNC,Chariton,Chariton Municipal,GA,None,1.0,4.0,-0.75
2216.0,CE,IA,EGQ,Emmetsburg,Emmetsburg Municipal,GA,None,1.0,0.0,0.0
2258.0,CE,IA,OXV,Knoxville,Knoxville Municipal,GA,None,1.0,1.0,0.0
75.0,NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,1574210.0,1689046.0,-0.068
196.0,NM,ID,IDA,Idaho Falls,Idaho Falls Regional,P,N,148584.0,166503.0,-0.1076
252.0,NM,ID,LWS,Lewiston,Lewiston-Nez Perce County,P,N,64379.0,69726.0,-0.0767
253.0,NM,ID,SUN,Hailey,Friedman Memorial,P,N,64233.0,67469.0,-0.048
308.0,NM,ID,TWF,Twin Falls,Joslin Field - Magic Valley Regional,P,N,29606.0,33523.0,-0.1168
320.0,NM,ID,PIH,Arbon Valley,Pocatello Regional,P,N,25756.0,29491.0,-0.1266
660.0,NM,ID,MYL,McCall,McCall Municipal,GA,None,1240.0,287.0,3.3206
676.0,NM,ID,MUO,Mountain Home,Mountain Home AFB,GA,None,1086.0,925.0,0.1741
730.0,NM,ID,SZT,Sandpoint,Sandpoint,GA,None,663.0,177.0,2.7458
743.0,NM,ID,S76,Coeur d'Alene,Brooks,GA,None,595.0,2500.0,-0.762
793.0,NM,ID,SMN,Salmon,Lemhi County,GA,None,392.0,1222.0,-0.6792
861.0,NM,ID,65S,Bonners Ferry,Boundary County,GA,None,248.0,82.0,2.0244
917.0,NM,ID,COE,Hayden Lake,Coeur D'Alene - Pappy Boyington Field,GA,None,162.0,206.0,-0.2136
938.0,NM,ID,U79,Chamberlain Guard Station,Chamberlain USFS,GA,None,142.0,0.0,0.0
993.0,NM,ID,I08,Big Creek Ranger Station,Cabin Creek USFS,GA,None,104.0,0.0,0.0
1016.0,NM,ID,2U7,Stanley,Stanley,GA,None,95.0,14.0,5.7857
